Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
689,Create CODE_OF_CONDUCT.md (#106),0.41347057,* Fix a wrong foreground process response code,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
690,Disabled automatic search because it's buggy.,0.43164515,* Prevent search and style buttons from receiving focus,Currently translated at 95.3% (41 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
691,Release 5.4.0 (#425),0.5941331,terminal 5.4.0 is out! ,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
692,Just bumps the copyright headers and a few other places where the copyright years are to 2014.,0.3696861,The list of issues closed by this release can be found here.,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
693,Improved the key switch.,0.52189744,Fix an issue with keyboard shortcuts not activating the first time they're pressed,,0
694,fixed Mario Guerriero's email address,0.36994004,This release includes several bug fixes,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
695,src/ForegroundProcessDialog.vala: code style cleanup,0.5698627,* Fix a wrong foreground process response code,,0
696,Implement version flag (#438),0.51122594, * Support -h flag for help,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
697,Rename open-terminal-here.desktop to open-pantheon-terminal-here.desktop,0.46408,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
698,Fixed a couple of debug strings.,0.6589066,This release includes several bug fixes,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
699,Implement process competion notifications as per link,0.47776967,* Fix a wrong foreground process response code,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
700,Release 5.3.6,0.6096459,terminal 5.5.0 is out! ,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
701,Send error output of process finished PROMPT_COMMAND to /dev/null (lp:1416050),0.62769604,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
702,Update Houston Travis,0.40940547,Other updates:,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
703,added support for droping text from chrome & midori,0.55058455,Apply font changes without restarting,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
704,Remove executable bit from files,0.30729327,Terminal 0.5.1 is out!,Currently translated at 100.0% (48 of 48 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
705,Ctrl+tab key bind: go to previous tab (#533),0.7206239,Switch tabs with the shortcuts Ctrl + Tab and Ctrl + Shift + Tab,Release 5.5.2 Update meson.build Co-authored-by: Cassidy James Blaede cassidy@elementary.io,1
706,Fixed bug #1080982. Approved by Cody Garver.,0.60094213,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
707,Added Support For Multiple Files Drop,0.34957767,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",,0
708,Move appdata to RDNN (#131),0.37685376,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,,0
709,Fix a typo,0.42234778,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
710,Merge lp:~darcy-develin/pantheon-terminal/fix-1047106 to remove a deprecation warning,0.5114692,pantheon-terminal 0.4.1 is out!,Currently translated at 43.5% (20 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
711,use CSD titlebar,0.5764726,Use XTerm title for window title if available,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
712,Add semi-colon,0.424244, * Add accels to tooltips,,0
713,Adds support for gettext domain key in launcher and updates gettext template,0.51521516,MainWindow: Update context menu on menu key press by @ryonakano in link,Co-authored-by: Daniel Foré daniel@elementary.io,0
714,fixes lp:1426028,0.61909807,This release includes several bug fixes,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
715,open working directory in new tab if window already open,0.5504182,Add commandline option for New Window (-n),Currently translated at 90.5% (38 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
716,Update Solarized Palette (#672),0.55156875,Default styles are fully opaque and updated to the latest upstream values from Solarized for improved legibility,Currently translated at 100.0% (46 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
717,"From now on, alt-changes-tab actually does something.",0.6459359,Switch tabs with Alt + 1-9,,0
718,Code style fixes.,0.49768394,* Fix a wrong foreground process response code,Currently translated at 73.8% (31 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
719,Merged zoom-in-out branch.,0.5689276,Properly restore zoom levels for all locales,Currently translated at 43.5% (20 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
720,"Fixed bug #923922, like a boss.",0.6117671,This release includes several bug fixes,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
721,"Add ""compact"" class to headerbar instead of removing ""header-bar""",0.56111795,* Added separator to context menu,Currently translated at 95.2% (40 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
722,Added scrollback lines to schema.,0.5196643, * Add Alt+↑ action to scroll to last command,Currently translated at 2.2% (1 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
723,keep focus when tab is closed (#540),0.84152174,Avoid losing focus when closing background tabs,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,1
724,Application: set notification icon badges (#592),0.4466649,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
725,tooltips for next/previous,0.70707136, * Add accels to tooltips,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,1
726,Removed DynamicNotebook's top border.,0.5394074,Slightly pad text from the edge of the window,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
727,appdata: fix .desktop name,0.45548767,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
728,Small steps towards implementing search.,0.41025615, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
729,Release 6.0.1 (#642),0.5779551,This release includes several bug fixes,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
730,Translated using Weblate (Moldovan),0.6557803,Translation updates,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
731,Revert r851 because competing solutions exist and continue to be debated,0.3362219,Switch to GHCR containers by @davidmhewitt in link,Currently translated at 100.0% (42 of 42 strings) Translation: Terminal/Terminal Translate-URL: link/,0
732,remove ; ending from X-GNOME-UsesNotifications,0.4776679,Use XTerm title for window title if available,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
733,Removes System category from Terminal.,0.5490464,Terminal 0.5.1 is out!,,0
734,ForegroundProcessDialog: Rewrite as a Granite.MessageDialog (#323),0.51675147,Rework Application Class by @Marukesu in link,"Support for new ""-t"" option (create new tab) New tab handling for blank directory We also need to open a new tab if there is a command set and if we have create_new_tab Lint warning Co-authored-by: Jeremy Wootten jeremy@elementaryos.org",0
735,remove close button from ForegroundProcessDialog,0.6973112,Avoid losing focus when closing background tabs,Brings back URL selection,0
736,Simplify the saving of the window state,0.50629395,Slightly pad text from the edge of the window,It is required for such interfaces,0
737,Fixed background transparency,0.56296617,Default styles are fully opaque and updated to the latest upstream values from Solarized for improved legibility,,0
738,MainWindow: Update active color button on theme change (#671),0.68257976,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (46 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
739,Font shifted to settings from saved state,0.76158667,Apply font changes without restarting,,1
740,Merged fixed-1028594.,0.44903538,This release includes several bug fixes,,0
741,fixed bug #900070. See it for more info,0.72382385,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",1
742,Update translation templates,0.76947796,Translation updates,,1
743,Rename PantheonTerminalWindow to MainWindow (#338),0.5070294,MainWindow: Update context menu on menu key press by @ryonakano in link,,0
744,Release 0.3.1.1,0.59511983,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
745,fixed code style,0.4801171,Validate custom palette,,0
746,Fixed a dereference of null,0.4034737,* Fix a wrong foreground process response code,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
747,Made compatible with the new DynamicNotebook,0.5099989, * Add accels to tooltips,,0
748,fixed bug #900500,0.6488129,This release includes several bug fixes,,0
749,Updated translation template,0.76822376,Translation updates,Currently translated at 100.0% (41 of 41 strings) Translation: Terminal/Terminal Translate-URL: link/,1
750,"Added opacity scale, not working very well.",0.43120307,Properly restore zoom levels for all locales,Currently translated at 100.0% (41 of 41 strings) Translation: Terminal/Terminal Translate-URL: link/,0
751,Translated using Weblate (French),0.57124424,Translation updates,Currently translated at 100.0% (46 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
752,Don't restore tabs with nonexistent paths (lp:1351898),0.6062662,Don't remember tabs when History is disabled in System Settings,Currently translated at 100.0% (46 of 46 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
753,"Code organization, minimal changes.",0.40923244,Middle-click paste now properly follows System Settings,"Follow-up to #412, fixes #471",0
754,Removed -x,0.38181978,Terminal 0.5.1 is out!,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
755,Removed toggle button and added only one tab behavior,0.71007407,Switch tabs with Alt + 1-9,,1
756,Translated using Weblate (Italian),0.5586937,Translation updates,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
757,Increase default window height from 400 to 476,0.4718274,Properly restore zoom levels for all locales,,0
758,Lots of more fixes.,0.57243013,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
